Content ID,Reaction Type,Day,Time,Content Type,Category,Sentiment,Score
f4e3840e-bb71-40c2-afc5-9408d842646d,disgust,Monday,2.51,photo,healthy eating,negative,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,Sunday,8.37,video,food,negative,0
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,disgust,Friday,13.1,video,food,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,Tuesday,19.44,video,dogs,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,Wednesday,10.18,video,dogs,negative,0
74718bbf-e5a3-442f-8ca2-4a3428757fc1,disgust,Thursday,15.01,video,dogs,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,Sunday,23.43,video,cooking,negative,0
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,disgust,Tuesday,11.28,video,cooking,negative,0
eec5e521-4c28-4e8a-93a9-d544803fad7e,disgust,Saturday,23.55,audio,food,negative,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,Saturday,8,photo,technology,negative,0
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,disgust,Tuesday,11.27,photo,technology,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,Tuesday,23.11,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,Saturday,1.4,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,Friday,14.58,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,Thursday,7.34,GIF,healthy eating,negative,0
457301ee-3e87-40d8-8b82-ea4e1fa90e39,disgust,Tuesday,12.17,GIF,healthy eating,negative,0
4fa14453-7b29-4302-b51f-9aa23b472c1b,disgust,Tuesday,15.3,audio,animals,negative,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,Saturday,11.52,audio,fitness,negative,0
ab4c4756-1c50-4136-bad9-3216e01ffac2,disgust,Thursday,22.16,audio,fitness,negative,0
4478d98e-43e8-4dc0-884d-c1115aa8b970,disgust,Sunday,20.02,audio,animals,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,Thursday,19.22,photo,fitness,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,Monday,8.22,photo,fitness,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,Sunday,13.09,photo,fitness,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,disgust,Wednesday,15.57,photo,fitness,negative,0
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,disgust,Sunday,6.14,photo,veganism,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,Friday,16.08,video,dogs,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,Tuesday,9.59,video,dogs,negative,0
220d9dc1-f8a5-422d-b200-3819f3b89b2b,disgust,Monday,18.1,video,dogs,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,Tuesday,6.27,GIF,healthy eating,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,Tuesday,14.22,GIF,healthy eating,negative,0
ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,disgust,Thursday,11.15,GIF,healthy eating,negative,0
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,disgust,Sunday,18.56,GIF,studying,negative,0
14ed7f7b-2c96-4458-8a39-606c25c14180,disgust,Wednesday,3.44,video,tennis,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,Tuesday,19.1,GIF,tennis,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,Friday,16.02,GIF,tennis,negative,0
c01fa154-5348-4040-9d20-0bbf01f6349b,disgust,Sunday,13.07,GIF,tennis,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,Thursday,10.59,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,Tuesday,7.27,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,Monday,0.52,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,Friday,18.09,GIF,travel,negative,0
50c9237a-541c-4f10-a2be-7cbe076b2012,disgust,Wednesday,19.32,GIF,travel,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,Saturday,10.08,video,science,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,Friday,9.07,video,science,negative,0
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,Saturday,5.51,video,science,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,Monday,9.1,video,technology,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,Thursday,7.27,video,technology,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,Wednesday,13.22,video,technology,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,Sunday,1.1,video,science,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,Thursday,2.16,video,science,negative,0
82145a60-013e-4d96-81a5-399af8618158,disgust,Wednesday,23.56,audio,food,negative,0
82145a60-013e-4d96-81a5-399af8618158,disgust,Wednesday,21.59,audio,food,negative,0
d852b946-01e1-44fe-abd7-26198660cbdb,disgust,Thursday,10.21,GIF,food,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,Monday,5.08,GIF,healthy eating,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,Friday,3.13,GIF,healthy eating,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,Wednesday,19.23,video,culture,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,Friday,16.04,video,culture,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,Thursday,5.15,video,culture,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,Monday,13.47,GIF,soccer,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,Thursday,18.04,GIF,soccer,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,Tuesday,3.05,GIF,soccer,negative,0
026973ef-4b73-4901-9160-bc9e04516057,disgust,Sunday,23.36,audio,culture,negative,0
026973ef-4b73-4901-9160-bc9e04516057,disgust,Tuesday,13.31,audio,culture,negative,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,Thursday,19.36,audio,education,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,Thursday,14.04,photo,education,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,Monday,4.28,photo,education,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,Thursday,11.3,photo,studying,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,Tuesday,7.3,photo,studying,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,Wednesday,6.45,photo,studying,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,Sunday,20.52,audio,science,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,Wednesday,19.43,audio,science,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,Tuesday,15.54,audio,science,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,Wednesday,19.24,GIF,fitness,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,Wednesday,16.12,GIF,fitness,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,Friday,9.21,GIF,fitness,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,Saturday,9.23,video,science,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,Friday,21,video,science,negative,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,Saturday,7,GIF,travel,negative,0
841403fd-321b-4118-90b3-cc0075d64047,disgust,Sunday,6.26,GIF,studying,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,Thursday,8.12,video,culture,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,Tuesday,18.41,video,culture,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,Tuesday,8.39,photo,science,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,Tuesday,0.46,photo,science,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,Friday,10.39,photo,science,negative,0
0491183b-be25-4108-b667-8c30d3cdbf50,disgust,Saturday,18.45,audio,veganism,negative,0
359b93ea-446f-4202-8801-db238de5de4d,disgust,Friday,19.38,photo,food,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,Wednesday,6.01,video,healthy eating,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,Thursday,1.19,video,healthy eating,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,Monday,8.14,video,healthy eating,negative,0
86346263-02db-4020-a216-9e54f502f643,disgust,Saturday,14.51,GIF,travel,negative,0
86346263-02db-4020-a216-9e54f502f643,disgust,Wednesday,5.3,GIF,travel,negative,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,Monday,14.41,photo,studying,negative,0
9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,Saturday,14.46,video,science,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,Thursday,4.52,photo,culture,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,Thursday,15.44,photo,culture,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,Saturday,11.07,GIF,culture,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,Friday,18.46,GIF,culture,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,Friday,3.45,GIF,culture,negative,0
fada6910-2cc5-4600-808c-1e6066f795a6,disgust,Wednesday,19.01,GIF,technology,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,Saturday,7.03,photo,culture,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,Saturday,14.11,photo,culture,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,Tuesday,1.05,GIF,science,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,Tuesday,20.1,GIF,science,negative,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,Thursday,19.16,GIF,veganism,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,Sunday,6.27,video,healthy eating,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,Tuesday,15.01,video,healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,Tuesday,8.08,video,healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,Monday,19.33,video,healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,Tuesday,17.4,video,healthy eating,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,Wednesday,7.49,photo,dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,Friday,8.38,photo,dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,Wednesday,23.23,photo,dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,Monday,11.09,photo,dogs,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,Monday,10.58,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,Friday,15.36,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,Sunday,17.23,photo,travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,Friday,10.06,photo,travel,negative,0
ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,Tuesday,23.39,video,soccer,negative,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,Tuesday,7.18,audio,culture,negative,0
62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,Wednesday,16,audio,veganism,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Friday,11.36,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Saturday,22.31,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Wednesday,13.18,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Friday,10.24,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Wednesday,21.07,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Friday,15.4,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Monday,10.32,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Wednesday,23.46,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Sunday,8.01,GIF,cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,Thursday,0.01,GIF,cooking,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,Monday,14.07,audio,technology,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,Sunday,13.5,audio,technology,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,Thursday,4.56,audio,technology,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,Wednesday,20.27,video,education,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,Wednesday,3.34,video,education,negative,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,Saturday,20.42,audio,studying,negative,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,Monday,15.48,video,studying,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,Thursday,20.48,video,public speaking,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,Tuesday,8.27,video,public speaking,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,Tuesday,11.04,video,public speaking,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,Thursday,16.55,audio,technology,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,Monday,15.27,audio,technology,negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,Wednesday,17.39,GIF,education,negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,Friday,9.08,GIF,education,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,disgust,Monday,9.55,video,public speaking,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,disgust,Thursday,20.2,video,public speaking,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,Friday,6.35,photo,food,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,Saturday,11.4,photo,food,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,Wednesday,12.39,photo,food,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,Tuesday,15.42,GIF,public speaking,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,Thursday,8.25,GIF,public speaking,negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,Thursday,16,photo,animals,negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,Thursday,22.4,photo,animals,negative,0
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,Monday,5.18,photo,education,negative,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,Friday,17.43,GIF,soccer,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,Wednesday,1.35,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,Sunday,19.58,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,Saturday,11.04,photo,travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,Monday,16.21,photo,travel,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,Sunday,3.47,photo,public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,Friday,4.13,photo,public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,Tuesday,7.33,photo,public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,Thursday,18.34,photo,public speaking,negative,0
61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,Friday,9.4,GIF,tennis,negative,0
3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,Thursday,10.31,GIF,soccer,negative,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,Thursday,3.02,audio,travel,negative,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,Saturday,16.4,video,veganism,negative,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,Tuesday,2.54,video,veganism,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,Friday,15.49,video,cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,Tuesday,1.45,video,cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,Friday,13.53,video,cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,Saturday,14.04,video,cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,Saturday,13.42,video,cooking,negative,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,Friday,20.2,audio,tennis,negative,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,Tuesday,5.12,audio,tennis,negative,0
2c511a63-5eb5-422f-8483-c9fcf9a29b55,disgust,Monday,18.59,GIF,technology,negative,0
edc4a60a-b5ba-4178-b99e-9d34ed92599c,disgust,Wednesday,13.41,audio,technology,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,Saturday,8.14,photo,animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,Saturday,0.4,photo,animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,Tuesday,15.23,photo,animals,negative,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,Wednesday,23.43,video,soccer,negative,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,Thursday,5.09,video,soccer,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,Friday,8.3,video,dogs,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,Monday,15.05,video,dogs,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,Wednesday,19.15,video,dogs,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,Saturday,6.53,GIF,soccer,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,Wednesday,5.01,GIF,soccer,negative,0
08cc29f3-a22d-4652-8f27-ff9e0a826289,disgust,Sunday,6.3,photo,technology,negative,0
a784c1dd-e2ab-408d-a0c3-226a51d420e1,disgust,Wednesday,15.06,audio,technology,negative,0
3a106d1f-3942-49d4-9358-417f33d760c6,disgust,Wednesday,13.03,photo,fitness,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,Sunday,11.17,audio,soccer,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,Saturday,3.19,audio,soccer,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,Sunday,3.51,audio,soccer,negative,0
de95cdb1-a85a-40de-8467-892e2d1481af,disgust,Monday,12.39,video,education,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,Friday,0.41,video,animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,Tuesday,7,video,animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,Tuesday,23.23,video,animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,Wednesday,7.5,video,animals,negative,0
8490c29c-177f-4c21-9d37-d509f9287f30,disgust,Wednesday,7.47,GIF,tennis,negative,0
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,Tuesday,11.09,video,science,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,Tuesday,16.46,photo,animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,Saturday,0.27,photo,animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,Saturday,22.22,photo,animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,Monday,9.23,photo,animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,Tuesday,14.42,photo,animals,negative,0
7c2e209e-acea-4246-a32d-636e2f2cc2c1,disgust,Tuesday,9.39,video,dogs,negative,0
2eb7feec-26a4-4949-8470-3e66c16536e9,disgust,Wednesday,14.32,video,tennis,negative,0
f783f128-6f66-4ef3-a190-5afc29d17012,disgust,Sunday,6.03,GIF,tennis,negative,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,Wednesday,18.21,video,cooking,negative,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,Saturday,5.59,video,cooking,negative,0
6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,Tuesday,7.51,video,food,negative,0
6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,Friday,3.54,video,food,negative,0
93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,Wednesday,1.41,video,technology,negative,0
93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,Tuesday,17.28,video,technology,negative,0
2893a837-3157-4bbd-918f-adc93b60480a,disgust,Monday,22.54,photo,healthy eating,negative,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,Sunday,9.58,audio,culture,negative,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,Thursday,12.47,audio,culture,negative,0
27fffa3e-000d-4f29-9358-5b0d2280d18c,disgust,Thursday,6.09,video,dogs,negative,0
413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,Tuesday,1.47,photo,science,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,Monday,0.15,photo,soccer,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,Sunday,22.18,photo,soccer,negative,0
