Content ID,Reaction Type,Date,Category,Sentiment,Score
3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,hate,Wednesday,cooking,negative,5
43e53b12-71cb-4aad-9cb7-8c3572053230,super love,Saturday,fitness,positive,75
846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,cherish,Sunday,culture,positive,70
049c926f-9095-4bb2-a464-666a68257f61,cherish,Sunday,dogs,positive,70
b2344491-76af-4b2c-b569-e9af85298b30,hate,Tuesday,culture,negative,5
80d4bec9-6441-41a2-be74-0eec3e5317ef,heart,Saturday,tennis,positive,60
54acd843-1e09-4b30-a80a-b9e0295ff269,disgust,Thursday,tennis,negative,0
1dec5263-8a54-43fb-bfbe-a388d2919e74,peeking,Monday,food,neutral,35
409aa11d-5af3-4a70-9da1-482857f5835e,adore,Saturday,fitness,positive,72
a2ff9bf2-1fa6-4001-9566-f597f8e754ef,love,Monday,food,positive,65
51a26a10-6973-4882-aa88-98b53978ce01,heart,Saturday,veganism,positive,60
4bfc9824-aaeb-4695-8195-945686795b30,want,Wednesday,public speaking,positive,70
d706b190-216c-4103-9107-fb7304766d68,hate,Sunday,cooking,negative,5
98d99f96-c8f9-4075-a3c8-f7aceb7e3bd2,adore,Thursday,technology,positive,72
3724de8a-ec2f-4021-a3f1-605d551da9d0,intrigued,Sunday,culture,positive,45
d624685f-99a7-4aee-902b-283f5cf85ada,worried,Friday,studying,negative,12
59523d44-6113-46a5-a85b-38de2ce7bfa1,hate,Saturday,travel,negative,5
92c1fcb5-5b56-4780-85cb-0c4858b39b3e,adore,Monday,travel,positive,72
46c69019-89b5-4a13-9b8a-2942ca22837f,disgust,Wednesday,science,negative,0
c61b7ef6-d7ab-41fc-aebc-dc16f256957f,hate,Thursday,cooking,negative,5
23a1f257-2f17-4e67-aec1-626c77d73216,scared,Monday,studying,negative,15
2f5dd79a-8884-4086-ab6f-00b3bea9d366,love,Monday,cooking,positive,65
b6393b8b-320e-4558-8614-20a6727f2eea,love,Saturday,food,positive,65
56a3156c-41e0-4b35-8e6d-947961b3af5b,intrigued,Wednesday,fitness,positive,45
d4813cf8-87d5-421e-81f7-c5d43c25c62a,scared,Tuesday,technology,negative,15
e57d3bd7-da38-492d-a87d-3a643f61fd9c,dislike,Saturday,education,negative,10
360df5a1-8118-4972-a5d0-27033dba1f1c,peeking,Wednesday,fitness,neutral,35
4bdd31e0-2f59-4262-bcbe-546678a3d203,love,Friday,healthy eating,positive,65
9b3a6d30-48e8-476c-82be-9031524bd04d,scared,Saturday,food,negative,15
e3c37598-5a41-471c-a65b-e0e1bef2f3ec,interested,Monday,tennis,positive,30
bcd3702f-c27e-48ce-889b-63f765f498ef,like,Wednesday,education,positive,50
1b7d1f70-21dd-483b-b395-e15f4c2368f1,love,Sunday,animals,positive,65
d347afb6-c092-4301-ba7d-4c59d10142cb,scared,Monday,tennis,negative,15
dc1d4628-4edc-47c2-8da7-0b3d16ef5ddf,cherish,Thursday,technology,positive,70
850fe90d-47d6-4eb7-b9c8-810afcb99ce9,like,Monday,tennis,positive,50
81abd65a-3b76-4574-a0a7-db6bf7184ae2,peeking,Sunday,food,neutral,35
391a9aa4-c04a-431e-8366-712d92267c2b,dislike,Tuesday,public speaking,negative,10
359b93ea-446f-4202-8801-db238de5de4d,intrigued,Thursday,food,positive,45
140a5163-66d8-4a11-8d4e-a670483bb852,scared,Friday,science,negative,15
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,super love,Tuesday,animals,positive,75
e4827a5c-c604-4aad-b7ed-b396b3601b74,want,Saturday,education,positive,70
781383dc-f5ff-4d62-87df-c3557f5eced9,super love,Friday,technology,positive,75
55d5d3f9-566c-4fcc-b24e-02ca826cce58,like,Friday,science,positive,50
3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,Wednesday,science,negative,0
3a7b85dd-717e-4460-8144-498fdbc9380c,intrigued,Saturday,education,positive,45
e442899c-d2d6-4392-be2d-a0b916ae47fb,like,Sunday,technology,positive,50
1c77e474-0cc6-40ac-b48b-cbc511bffc77,adore,Sunday,healthy eating,positive,72
f783f128-6f66-4ef3-a190-5afc29d17012,scared,Wednesday,tennis,negative,15
b3b384bf-3a17-4ccb-ba86-583dede8fe3c,love,Sunday,education,positive,65
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,worried,Monday,animals,negative,12
8caec934-9519-47de-8dd4-b6d65e279661,intrigued,Sunday,public speaking,positive,45
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,indifferent,Saturday,animals,neutral,20
a0606e08-1798-44f5-a575-28e82f79dfe3,disgust,Sunday,veganism,negative,0
25c36533-1de5-4d82-879b-86180503cf8d,interested,Saturday,travel,positive,30
4c598198-bd8b-4b86-8440-b8ecba62abe7,disgust,Tuesday,technology,negative,0
34f73132-fff6-4f01-a5ec-4b4b66461fc7,want,Wednesday,fitness,positive,70
230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,Friday,healthy eating,positive,60
b2a20047-ac6f-4caa-90b1-fe735433e362,scared,Thursday,culture,negative,15
d706b190-216c-4103-9107-fb7304766d68,super love,Wednesday,cooking,positive,75
2eb32cf2-da20-4b27-b4b6-c91716f528a5,adore,Thursday,veganism,positive,72
abae4f43-2356-4c6b-b51d-d2acf4644956,cherish,Thursday,fitness,positive,70
03ed0e2b-bd63-4079-8910-62c187526ca0,super love,Thursday,healthy eating,positive,75
03ed0e2b-bd63-4079-8910-62c187526ca0,indifferent,Saturday,healthy eating,neutral,20
fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,Friday,education,negative,12
a973290c-989a-44d2-afb9-9b4bf16cc17f,peeking,Thursday,tennis,neutral,35
74c85e37-5017-462e-bee2-2769db7a17c1,want,Friday,healthy eating,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,worried,Wednesday,travel,negative,12
5911afa4-2af5-4e7e-b6e3-e3b985597aa9,cherish,Wednesday,dogs,positive,70
d39b0a7e-ce14-4ad4-aa9f-5aefc827f9e6,peeking,Friday,veganism,neutral,35
e61a1b04-17e4-4918-a637-ebfc59783ad0,adore,Wednesday,fitness,positive,72
781383dc-f5ff-4d62-87df-c3557f5eced9,heart,Saturday,technology,positive,60
c6616e7c-f815-46d0-9b1d-d7ea977f5d32,cherish,Friday,technology,positive,70
1287b5c5-604b-462b-bf77-e64a8e89739e,scared,Saturday,studying,negative,15
65304022-f925-48f0-9dfc-436578f22c77,worried,Monday,soccer,negative,12
841403fd-321b-4118-90b3-cc0075d64047,heart,Monday,studying,positive,60
ec8e2d25-5730-4753-a0a2-d1ed41e23623,interested,Tuesday,healthy eating,positive,30
596a3ffe-1e2a-4999-bf8d-c8f4a8974343,super love,Wednesday,animals,positive,75
16f8b629-5173-420f-9c8b-577313e9e128,hate,Friday,healthy eating,negative,5
8891433d-d874-4bd5-a8ca-4114a4131b20,adore,Sunday,tennis,positive,72
295ff9f6-64f3-4704-9272-4a932f11d709,heart,Tuesday,travel,positive,60
46bd9a52-6547-457f-87fa-0e434e5bc61c,dislike,Saturday,fitness,negative,10
b2055111-9b7b-4a05-9f07-ac190a5391f0,love,Wednesday,food,positive,65
5d3d5107-2404-4fb8-a9b6-3c8428492f64,disgust,Monday,studying,negative,0
7913b30d-19fd-4900-8a68-ce141192b3ec,scared,Tuesday,cooking,negative,15
a1d33ddd-1a6c-4dc2-afe1-bcf632cf0ce4,cherish,Wednesday,food,positive,70
80d4bec9-6441-41a2-be74-0eec3e5317ef,interested,Monday,tennis,positive,30
9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,Sunday,healthy eating,positive,45
bb9dcde7-55bb-4fb8-b349-caa58fb08823,worried,Saturday,healthy eating,negative,12
e221de96-8536-4782-8281-f9cda62f3c81,disgust,Monday,food,negative,0
4c598198-bd8b-4b86-8440-b8ecba62abe7,scared,Thursday,technology,negative,15
67766c84-7d8d-46e2-b2e8-8b0f8dc27193,intrigued,Sunday,veganism,positive,45
8e0f1d3e-b588-44de-a423-8224eb26aa99,heart,Sunday,healthy eating,positive,60
31d142d9-4557-4613-bce5-cfe63cd0a3cf,love,Thursday,soccer,positive,65
89cf06bc-e921-4cfd-bd16-d071757d90a2,dislike,Sunday,animals,negative,10
b2055111-9b7b-4a05-9f07-ac190a5391f0,dislike,Saturday,food,negative,10
c54b49c4-b1f2-4641-8595-1cbd19937845,dislike,Tuesday,science,negative,10
b2055111-9b7b-4a05-9f07-ac190a5391f0,hate,Wednesday,food,negative,5
78713905-362f-4a87-9671-adab5f1e0e67,adore,Wednesday,dogs,positive,72
6199f5ca-cc02-410d-a408-e034946de162,like,Thursday,animals,positive,50
1287b5c5-604b-462b-bf77-e64a8e89739e,adore,Friday,studying,positive,72
b2344491-76af-4b2c-b569-e9af85298b30,heart,Thursday,culture,positive,60
391a9aa4-c04a-431e-8366-712d92267c2b,heart,Sunday,public speaking,positive,60
4c598198-bd8b-4b86-8440-b8ecba62abe7,peeking,Monday,technology,neutral,35
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,worried,Friday,tennis,negative,12
1cd59d79-a2ca-4a99-92aa-2775117c4589,heart,Saturday,science,positive,60
9d94f180-947c-40f5-aa05-f1958759b7fc,hate,Monday,science,negative,5
d0e55134-c60e-4a05-999c-d7697b4901f0,interested,Saturday,cooking,positive,30
6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,disgust,Sunday,food,negative,0
d05568a5-a7bf-4235-9b63-1e2233adf9a8,adore,Tuesday,technology,positive,72
f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,Saturday,soccer,negative,10
6796d3e9-ee98-47cb-b057-90cfaf6ebcbb,scared,Friday,technology,negative,15
daeddfcc-c030-4674-8317-56a23ab81799,indifferent,Tuesday,animals,neutral,20
bc06bab7-dbf7-4d7a-81b4-9f76f2f0b87c,like,Thursday,culture,positive,50
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,scared,Thursday,healthy eating,negative,15
a8d3e5b8-7838-477c-82ce-4c90029e56ce,like,Friday,public speaking,positive,50
3724de8a-ec2f-4021-a3f1-605d551da9d0,heart,Tuesday,culture,positive,60
33696f53-ab7b-4f3e-b3a4-e0e82990339c,super love,Saturday,fitness,positive,75
0c2bd955-f00f-4c2f-8999-7cc0ada4b3e7,love,Wednesday,animals,positive,65
888660b0-7dd8-4983-858a-101cd03d392b,adore,Friday,science,positive,72
d029d393-b80b-4a56-9450-7645ee42da07,hate,Monday,healthy eating,negative,5
03344240-df23-421d-b0e3-4fac72fe6cd8,cherish,Saturday,fitness,positive,70
bfc26d2d-b5e5-415a-b104-64befef2f52a,cherish,Thursday,food,positive,70
4b2d0fff-3b4f-43ca-a7df-c430479cb9ba,indifferent,Monday,soccer,neutral,20
c24a56ff-256e-46eb-9936-a6284451fc61,hate,Tuesday,studying,negative,5
1735c0ee-4834-4428-8e6c-014e8fd44bc5,want,Saturday,technology,positive,70
f65dbde9-c8dc-4851-927e-964fa2e0908a,cherish,Tuesday,education,positive,70
62e3c102-b551-4625-b949-d589babb16d8,adore,Saturday,soccer,positive,72
96ece45a-89e4-4cf8-b216-c860bf8e158e,peeking,Tuesday,food,neutral,35
734c0b94-6729-44ef-af97-90a3a51a466c,indifferent,Saturday,travel,neutral,20
90418e93-aa5a-4608-866e-25464b617c9b,intrigued,Sunday,science,positive,45
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,love,Sunday,healthy eating,positive,65
2d949603-6676-4402-900b-2c2c78315ea0,hate,Wednesday,culture,negative,5
bc9cc9ed-3e90-4fef-a1e8-d54b31e88f30,hate,Sunday,healthy eating,negative,5
61e6650c-5068-4575-9aee-4217ef3dbdb1,worried,Monday,tennis,negative,12
78d0075f-895c-4a15-a35c-a921e2bb2cea,scared,Friday,studying,negative,15
7bbce877-eb47-4ad3-9a57-7ec4a0190f1b,love,Sunday,travel,positive,65
800f467b-53a3-4d20-9342-51fe4fa36ebb,disgust,Friday,food,negative,0
9522ddea-8e07-4a2a-a001-25e4a534b8f6,disgust,Friday,technology,negative,0
03ed0e2b-bd63-4079-8910-62c187526ca0,scared,Sunday,healthy eating,negative,15
e18e10e9-ed2a-494b-b215-edce890b1df4,like,Sunday,food,positive,50
89cf06bc-e921-4cfd-bd16-d071757d90a2,indifferent,Sunday,animals,neutral,20
af7971aa-5fd5-41d3-b6c3-583704a705a2,heart,Sunday,healthy eating,positive,60
21bc508c-dd96-4fb1-b8a1-a92bef9fa666,heart,Tuesday,animals,positive,60
da8f7258-6757-4a7e-892e-a16b925ef83b,disgust,Monday,cooking,negative,0
a727ed7f-5684-4536-b543-8e8fc93f40b1,indifferent,Tuesday,cooking,neutral,20
388bd9db-9d10-4f47-87c4-6db46e83bc95,love,Wednesday,education,positive,65
258bb775-3c35-4eec-90f3-8b75a52e466a,hate,Friday,education,negative,5
4e4c9690-c013-4ee7-9e66-943d8cbd27b7,cherish,Wednesday,culture,positive,70
eec5dae8-e4d0-4b15-80a9-ac55352cb5ca,heart,Wednesday,cooking,positive,60
ee0988ef-8656-4a63-9515-a2533b772636,intrigued,Sunday,travel,positive,45
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,interested,Thursday,culture,positive,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,hate,Monday,culture,negative,5
fa337cb5-179a-4f92-a085-e6b3c60e2854,interested,Wednesday,food,positive,30
a784c1dd-e2ab-408d-a0c3-226a51d420e1,cherish,Wednesday,technology,positive,70
6fd589e8-53ab-4345-896a-f428a92fcbe6,cherish,Sunday,education,positive,70
a6cace19-96eb-40b3-b6fb-2a1a4e444dde,like,Saturday,cooking,positive,50
f24f469f-53f1-4901-b6c5-18827ae0a103,want,Thursday,culture,positive,70
d70f66c4-627a-4416-b1ad-51b5ccc8cf1d,cherish,Sunday,healthy eating,positive,70
1c77e474-0cc6-40ac-b48b-cbc511bffc77,cherish,Thursday,healthy eating,positive,70
ac120787-f331-497f-8733-7cd63dfd36b6,adore,Thursday,culture,positive,72
c056339f-7bc9-487a-85eb-aa7c6da9e5fb,hate,Saturday,veganism,negative,5
0ac85d23-c8ba-49ed-bec1-493b960a88c0,heart,Tuesday,science,positive,60
520450a4-c852-4a4e-9383-30657dd07533,super love,Wednesday,public speaking,positive,75
b4871080-6bb7-4056-82a9-d8015d7b76e8,dislike,Tuesday,education,negative,10
54acd843-1e09-4b30-a80a-b9e0295ff269,like,Saturday,tennis,positive,50
3724de8a-ec2f-4021-a3f1-605d551da9d0,dislike,Tuesday,culture,negative,10
3fc1f583-ce7e-4cfe-b891-d16976953fda,disgust,Thursday,science,negative,0
3f6b1a9d-db78-4d9a-a495-9de7bd9bbe5b,indifferent,Thursday,tennis,neutral,20
e0cb0394-c5b2-447a-a9f4-88604a3ec283,indifferent,Wednesday,public speaking,neutral,20
02ba5af1-784a-44cc-ae3a-14833c4a2237,like,Wednesday,healthy eating,positive,50
0bedca96-fb76-4287-a83c-17330ed39cce,hate,Monday,soccer,negative,5
b9bfb48f-a6b6-4c15-869a-1acceea04fca,like,Monday,soccer,positive,50
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,Thursday,soccer,positive,70
a7a7c909-15cb-4719-835b-cc9f835feb50,cherish,Monday,animals,positive,70
03e51c25-cba9-471b-b627-f15550b83fca,like,Saturday,veganism,positive,50
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,Monday,soccer,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,dislike,Friday,soccer,negative,10
37ff78d3-d31c-4bde-95c6-83390749a367,heart,Sunday,fitness,positive,60
c5e2d733-94b9-4259-85e8-6fb7a95a1887,heart,Saturday,tennis,positive,60
a3d563e1-c7a6-4367-9195-cddc36863735,adore,Friday,healthy eating,positive,72
a287c7ad-f5c8-4d87-940b-b7b24e2b42ac,dislike,Sunday,fitness,negative,10
d03efe68-5986-48c4-8767-93b8f5881004,cherish,Wednesday,animals,positive,70
02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,Saturday,veganism,positive,75
8b1bfacc-00fd-4f6e-b647-6ecfe2b7ce69,dislike,Thursday,science,negative,10
6547f69d-891d-4e1c-bd69-fc8735b8fca8,heart,Sunday,science,positive,60
78c7c5a7-5de4-469e-8460-49e8e491bde6,heart,Wednesday,public speaking,positive,60
02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,heart,Thursday,cooking,positive,60
e4306fd4-391c-4016-8b5f-98594bb647a0,disgust,Saturday,healthy eating,negative,0
57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,intrigued,Monday,cooking,positive,45
6519b8ec-1253-4f91-8abb-3c5a04eccd2b,scared,Sunday,animals,negative,15
fc462e49-0f19-4601-9f92-a31c9542887c,peeking,Thursday,education,neutral,35
388bd9db-9d10-4f47-87c4-6db46e83bc95,disgust,Wednesday,education,negative,0
763560f8-e3c4-4dec-a40c-411c22d05c7b,cherish,Monday,food,positive,70
2669dbfc-65d4-4770-a916-e6507f881131,heart,Wednesday,science,positive,60
e4827a5c-c604-4aad-b7ed-b396b3601b74,scared,Tuesday,education,negative,15
19179d57-4950-4a98-87fa-98f824551a6f,intrigued,Wednesday,education,positive,45
fc462e49-0f19-4601-9f92-a31c9542887c,dislike,Saturday,education,negative,10
2e866dc0-7c14-4e2a-9edb-9ccc1d1bd048,want,Sunday,culture,positive,70
391a9aa4-c04a-431e-8366-712d92267c2b,cherish,Friday,public speaking,positive,70
10683ab8-914b-43ae-ad2d-b2fd6a48dc33,worried,Wednesday,soccer,negative,12
d706b190-216c-4103-9107-fb7304766d68,cherish,Friday,cooking,positive,70
fbd8f70d-d62d-42e8-9508-9f5815ab578c,worried,Monday,education,negative,12
8f4cea30-10e7-4806-8c01-d78ef6bcbfa8,scared,Tuesday,tennis,negative,15
6912f8e6-86b7-44f6-8aa8-c21c2ed0b53c,disgust,Wednesday,food,negative,0
476e3ce0-3291-4c77-b3a3-deabee114efc,super love,Wednesday,healthy eating,positive,75
af373863-f9df-4330-b423-d2b802b30d6e,dislike,Monday,food,negative,10
0289b7bc-bc95-4f1d-83fe-9ca662194158,interested,Wednesday,tennis,positive,30
2d0926be-9a29-4e6c-b342-815c70172214,dislike,Friday,animals,negative,10
e611ee64-7ada-428d-aa37-94c8c0782a91,super love,Wednesday,cooking,positive,75
985f4b4f-de40-4a4e-a090-01e100be42e9,want,Friday,travel,positive,70
bb157107-088c-45aa-8d16-5c093a7471c6,worried,Friday,culture,negative,12
9d94f180-947c-40f5-aa05-f1958759b7fc,interested,Sunday,science,positive,30
dd5bd710-bb81-464e-a798-0291b385e883,disgust,Saturday,healthy eating,negative,0
f8119ef8-1f00-49e4-b468-86dd64042053,scared,Wednesday,culture,negative,15
8d7a1aff-abed-432f-a458-a4ab40324e72,love,Tuesday,travel,positive,65
954678ba-9ecc-4c0c-93a3-aba0e289cfbf,disgust,Saturday,dogs,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,Wednesday,food,positive,60
e4827a5c-c604-4aad-b7ed-b396b3601b74,love,Friday,education,positive,65
93c0f4f6-8c1e-453e-8df0-3015b1e76376,hate,Saturday,technology,negative,5
d539c60f-9967-44b0-a11e-26d5dfa43884,love,Thursday,fitness,positive,65
f08bdab2-b888-484e-8fd9-919e6ed86c12,worried,Tuesday,education,negative,12
1a5b511a-7199-4f05-988a-1f1d0380ca11,scared,Wednesday,travel,negative,15
